year mon day euro
2009 8 25 1.435
2009 8 26 1.423
2009 8 27 1.4272
2009 8 28 1.4358
2009 8 31 1.4354
2009 9 1 1.4235
2009 9 2 1.4246
2009 9 3 1.4278
2009 9 4 1.4278
2009 9 8 1.4497
2009 9 9 1.4573
2009 9 10 1.4568
2009 9 11 1.4586
2009 9 14 1.4613
2009 9 15 1.4617
2009 9 16 1.4698
2009 9 17 1.4735
2009 9 18 1.4704
2009 9 21 1.4692
2009 9 22 1.4795
2009 9 23 1.4752
2009 9 24 1.4696
2009 9 25 1.4682
2009 9 28 1.465
2009 9 29 1.4553
2009 9 30 1.463
2009 10 1 1.4532
2009 10 2 1.459
2009 10 5 1.4647
2009 10 6 1.4744
2009 10 7 1.4675
2009 10 8 1.4777
2009 10 9 1.4715
2009 10 13 1.4839
2009 10 14 1.4899
2009 10 15 1.4945
2009 10 16 1.4889
2009 10 19 1.4947
2009 10 20 1.4905
2009 10 21 1.5009
2009 10 22 1.5003
2009 10 23 1.5029
2009 10 26 1.4941
2009 10 27 1.4821
2009 10 28 1.4763
2009 10 29 1.4819
2009 10 30 1.4755
2009 11 2 1.4828
2009 11 3 1.4658
2009 11 4 1.4836
2009 11 5 1.4857
2009 11 6 1.4835
2009 11 9 1.4999
2009 11 10 1.496
2009 11 12 1.4865
2009 11 13 1.4886
2009 11 16 1.4977
2009 11 17 1.483
2009 11 18 1.499
2009 11 19 1.4905
2009 11 20 1.487
2009 11 23 1.4968
2009 11 24 1.4937
2009 11 25 1.5085
2009 11 27 1.4963
2009 11 30 1.4994
2009 12 1 1.51
2009 12 2 1.5059
2009 12 3 1.5081
2009 12 4 1.4885
2009 12 7 1.482
2009 12 8 1.4741
2009 12 9 1.4725
2009 12 10 1.4716
2009 12 11 1.4601
2009 12 14 1.4645
2009 12 15 1.4514
2009 12 16 1.4577
2009 12 17 1.4317
2009 12 18 1.4281
2009 12 21 1.4319
2009 12 22 1.4243
2009 12 23 1.4341
2009 12 24 1.4367
2009 12 28 1.4392
2009 12 29 1.4356
2009 12 30 1.4316
2009 12 31 1.4332
2010 1 4 1.4419
2010 1 5 1.4402
2010 1 6 1.4404
2010 1 7 1.4314
2010 1 8 1.4357
2010 1 11 1.4536
2010 1 12 1.4523
2010 1 13 1.4492
2010 1 14 1.4478
2010 1 15 1.4376
2010 1 19 1.4269
2010 1 20 1.4094
2010 1 21 1.4106
2010 1 22 1.4154
2010 1 25 1.4146
2010 1 26 1.4063
2010 1 27 1.4053
2010 1 28 1.3993
2010 1 29 1.387
2010 2 1 1.3904
2010 2 2 1.3955
2010 2 3 1.3907
2010 2 4 1.3759
2010 2 5 1.3608
2010 2 8 1.3699
2010 2 9 1.3795
2010 2 10 1.3722
2010 2 11 1.364
2010 2 12 1.3625
2010 2 16 1.3742
2010 2 17 1.3623
2010 2 18 1.3563
2010 2 19 1.3538
2010 2 22 1.359
2010 2 23 1.3537
2010 2 24 1.3576
2010 2 25 1.3476
2010 2 26 1.366
2010 3 1 1.3516
2010 3 2 1.3564
2010 3 3 1.3731
2010 3 4 1.3571
2010 3 5 1.3608
2010 3 8 1.3613
2010 3 9 1.3586
2010 3 10 1.3658
2010 3 11 1.3674
2010 3 12 1.3753
2010 3 15 1.3652
2010 3 16 1.3758
2010 3 17 1.3739
2010 3 18 1.3603
2010 3 19 1.353
2010 3 22 1.3531
2010 3 23 1.3535
2010 3 24 1.3347
2010 3 25 1.3344
2010 3 26 1.3398
2010 3 29 1.3465
2010 3 30 1.3409
2010 3 31 1.3526
2010 4 1 1.3569
2010 4 2 1.3487
2010 4 5 1.3486
2010 4 6 1.3378
2010 4 7 1.3364
2010 4 8 1.336
2010 4 9 1.3468
2010 4 12 1.3587
2010 4 13 1.3592
2010 4 14 1.3666
2010 4 15 1.354
2010 4 16 1.3487
2010 4 19 1.3458
2010 4 20 1.3446
2010 4 21 1.3383
2010 4 22 1.3298
2010 4 23 1.336
2010 4 26 1.3336
2010 4 27 1.323
2010 4 28 1.313
2010 4 29 1.3243
2010 4 30 1.3302
2010 5 3 1.3183
2010 5 4 1.3037
2010 5 5 1.289
2010 5 6 1.2689
2010 5 7 1.2721
2010 5 10 1.2861
2010 5 11 1.2715
2010 5 12 1.2642
2010 5 13 1.2568
2010 5 14 1.239
2010 5 17 1.2299
2010 5 18 1.2358
2010 5 19 1.2317
2010 5 20 1.237
2010 5 21 1.2575
2010 5 24 1.2406
2010 5 25 1.2279
2010 5 26 1.2224
2010 5 27 1.237
2010 5 28 1.2369
2010 6 1 1.2266
2010 6 2 1.2206
2010 6 3 1.2193
2010 6 4 1.1998
2010 6 7 1.1959
2010 6 8 1.1995
2010 6 9 1.2045
2010 6 10 1.2111
2010 6 11 1.2077
2010 6 14 1.2277
2010 6 15 1.2327
2010 6 16 1.2323
2010 6 17 1.2365
2010 6 18 1.236
2010 6 21 1.2385
2010 6 22 1.2303
2010 6 23 1.231
2010 6 24 1.2288
2010 6 25 1.2332
2010 6 28 1.2316
2010 6 29 1.2187
2010 6 30 1.2291
2010 7 1 1.2464
2010 7 2 1.2577
2010 7 6 1.2646
2010 7 7 1.2594
2010 7 8 1.2683
2010 7 9 1.2639
2010 7 12 1.2573
2010 7 13 1.2719
2010 7 14 1.2755
2010 7 15 1.2893
2010 7 16 1.2919
2010 7 19 1.2963
2010 7 20 1.2905
2010 7 21 1.2818
2010 7 22 1.2903
2010 7 23 1.2874
2010 7 26 1.2983
2010 7 27 1.2983
2010 7 28 1.2998
2010 7 29 1.3064
2010 7 30 1.3069
2010 8 2 1.3174
2010 8 3 1.3239
2010 8 4 1.3158
2010 8 5 1.3157
2010 8 6 1.3282
2010 8 9 1.3241
2010 8 10 1.3095
2010 8 11 1.2899
2010 8 12 1.2866
2010 8 13 1.2767
2010 8 16 1.2838
2010 8 17 1.289
2010 8 18 1.2872
2010 8 19 1.2837
2010 8 20 1.2687
2010 8 23 1.2663
2010 8 24 1.2675
2010 8 25 1.2652
2010 8 26 1.2717
2010 8 27 1.2765
2010 8 30 1.2686
2010 8 31 1.2704
2010 9 1 1.2813
2010 9 2 1.2824
2010 9 3 1.2885
2010 9 7 1.2723
2010 9 8 1.2727
2010 9 9 1.2708
2010 9 10 1.2731
2010 9 13 1.289
2010 9 14 1.3014
2010 9 15 1.3008
2010 9 16 1.3079
2010 9 17 1.3046
2010 9 20 1.3074
2010 9 21 1.3136
2010 9 22 1.3385
2010 9 23 1.3344
2010 9 24 1.3476
2010 9 27 1.3475
2010 9 28 1.3583
2010 9 29 1.3638
2010 9 30 1.3601
2010 10 1 1.3754
2010 10 4 1.3688
2010 10 5 1.3834
2010 10 6 1.3924
2010 10 7 1.3921
2010 10 8 1.3923
2010 10 12 1.3846
2010 10 13 1.3964
2010 10 14 1.4066
2010 10 15 1.3998
2010 10 18 1.3978
2010 10 19 1.3827
2010 10 20 1.3949
2010 10 21 1.3973
2010 10 22 1.3904
2010 10 25 1.3986
2010 10 26 1.3873
2010 10 27 1.3788
2010 10 28 1.3929
2010 10 29 1.3894
2010 11 1 1.3888
2010 11 2 1.4026
2010 11 3 1.4014
2010 11 4 1.4224
2010 11 5 1.4033
2010 11 8 1.3927
2010 11 9 1.3865
2010 11 10 1.3728
2010 11 12 1.37
2010 11 15 1.3615
2010 11 16 1.3517
2010 11 17 1.3555
2010 11 18 1.3618
2010 11 19 1.3654
2010 11 22 1.3612
2010 11 23 1.3388
2010 11 24 1.335
2010 11 26 1.3243
2010 11 29 1.3092
2010 11 30 1.3036
2010 12 1 1.3149
2010 12 2 1.3228
2010 12 3 1.3367
2010 12 6 1.3275
2010 12 7 1.3323
2010 12 8 1.3242
2010 12 9 1.3206
2010 12 10 1.3242
2010 12 13 1.3389
2010 12 14 1.3395
2010 12 15 1.3306
2010 12 16 1.3206
2010 12 17 1.3155
2010 12 20 1.3124
2010 12 21 1.3131
2010 12 22 1.3089
2010 12 23 1.3101
2010 12 27 1.3146
2010 12 28 1.3122
2010 12 29 1.3183
2010 12 30 1.3269
2011 1 3 1.3371
2011 1 4 1.3306
2011 1 5 1.3171
2011 1 6 1.3027
2011 1 7 1.2944
2011 1 10 1.2945
2011 1 11 1.2978
2011 1 12 1.3066
2011 1 13 1.3364
2011 1 14 1.3328
2011 1 18 1.3399
2011 1 19 1.3495
2011 1 20 1.3443
2011 1 21 1.3581
2011 1 24 1.3653
2011 1 25 1.3644
2011 1 26 1.3688
2011 1 27 1.3688
2011 1 28 1.3607
2011 1 31 1.3715
2011 2 1 1.3793
2011 2 2 1.3779
2011 2 3 1.3654
2011 2 4 1.3584
2011 2 7 1.3557
2011 2 8 1.3687
2011 2 9 1.3688
2011 2 10 1.3637
2011 2 11 1.352
2011 2 14 1.3474
2011 2 15 1.3494
2011 2 16 1.3547
2011 2 17 1.3612
2011 2 18 1.3673
2011 2 22 1.3661
2011 2 23 1.3758
2011 2 24 1.3794
2011 2 25 1.3757
2011 2 28 1.3793
2011 3 1 1.3813
2011 3 2 1.3869
2011 3 3 1.3947
2011 3 4 1.3983
2011 3 7 1.3976
2011 3 8 1.3912
2011 3 9 1.3906
2011 3 10 1.3823
2011 3 11 1.3864
2011 3 14 1.3975
2011 3 15 1.3968
2011 3 16 1.3922
2011 3 17 1.4021
2011 3 18 1.4141
2011 3 21 1.4184
2011 3 22 1.4212
2011 3 23 1.4124
2011 3 24 1.42
2011 3 25 1.4144
2011 3 28 1.4104
2011 3 29 1.409
2011 3 30 1.4095
2011 3 31 1.4183
2011 4 1 1.4215
2011 4 4 1.4221
2011 4 5 1.423
2011 4 6 1.4333
2011 4 7 1.4287
2011 4 8 1.4437
2011 4 11 1.4454
2011 4 12 1.4455
2011 4 13 1.4477
2011 4 14 1.4464
2011 4 15 1.4443
2011 4 18 1.4211
2011 4 19 1.4319
2011 4 20 1.4513
2011 4 21 1.4585
2011 4 22 1.4545
2011 4 25 1.4576
2011 4 26 1.4625
2011 4 27 1.4659
2011 4 28 1.4785
2011 4 29 1.4821
2011 5 2 1.487
2011 5 3 1.4875
2011 5 4 1.4859
2011 5 5 1.4583
2011 5 6 1.4495
2011 5 9 1.4301
2011 5 10 1.4358
2011 5 11 1.4269
2011 5 12 1.4229
2011 5 13 1.4141
2011 5 16 1.4219
2011 5 17 1.4155
2011 5 18 1.427
2011 5 19 1.4254
2011 5 20 1.4172
2011 5 23 1.4015
2011 5 24 1.4107
2011 5 25 1.4102
2011 5 26 1.4088
2011 5 27 1.4287
2011 5 31 1.4376
2011 6 1 1.4431
2011 6 2 1.4426
2011 6 3 1.4604
2011 6 6 1.462
2011 6 7 1.4675
2011 6 8 1.4587
2011 6 9 1.4534
2011 6 10 1.4365
2011 6 13 1.4368
2011 6 14 1.4473
2011 6 15 1.4221
2011 6 16 1.4155
2011 6 17 1.4326
2011 6 20 1.432
2011 6 21 1.4399
2011 6 22 1.4403
2011 6 23 1.4166
2011 6 24 1.4189
2011 6 27 1.4282
2011 6 28 1.4368
2011 6 29 1.4428
2011 6 30 1.4523
2011 7 1 1.4508
2011 7 5 1.447
2011 7 6 1.4329
2011 7 7 1.4349
2011 7 8 1.4251
2011 7 11 1.4034
2011 7 12 1.4014
2011 7 13 1.4167
2011 7 14 1.4182
2011 7 15 1.4156
2011 7 18 1.4042
2011 7 19 1.4156
2011 7 20 1.4188
2011 7 21 1.4372
2011 7 22 1.4366
2011 7 25 1.4357
2011 7 26 1.4495
2011 7 27 1.4373
2011 7 28 1.4303
2011 7 29 1.4388
2011 8 1 1.4202
2011 8 2 1.4232
2011 8 3 1.432
2011 8 4 1.4158
2011 8 5 1.4158
2011 8 8 1.4241
2011 8 9 1.4242
2011 8 10 1.4193
2011 8 11 1.423
2011 8 12 1.4239
2011 8 15 1.4452
2011 8 16 1.4421
2011 8 17 1.4436
2011 8 18 1.432
2011 8 19 1.4408
2011 8 22 1.4384
2011 8 23 1.4431
2011 8 24 1.4402
2011 8 25 1.438
2011 8 26 1.4463
2011 8 29 1.451
2011 8 30 1.4435
2011 8 31 1.4406
2011 9 1 1.4283
2011 9 2 1.4203
2011 9 6 1.3999
2011 9 7 1.4058
2011 9 8 1.3947
2011 9 9 1.3666
2011 9 12 1.3635
2011 9 13 1.368
2011 9 14 1.371
2011 9 15 1.3858
2011 9 16 1.3783
2011 9 19 1.3636
2011 9 20 1.3697
2011 9 21 1.3724
2011 9 22 1.3446
2011 9 23 1.3518
2011 9 26 1.3516
2011 9 27 1.3606
2011 9 28 1.3628
2011 9 29 1.3639
2011 9 30 1.3449
2011 10 3 1.3281
2011 10 4 1.3294
2011 10 5 1.3328
2011 10 6 1.3408
2011 10 7 1.3512
2011 10 11 1.3657
2011 10 12 1.3805
2011 10 13 1.373
2011 10 14 1.3861
2011 10 17 1.377
2011 10 18 1.3719
2011 10 19 1.3775
2011 10 20 1.3672
2011 10 21 1.3873
2011 10 24 1.3932
2011 10 25 1.3911
2011 10 26 1.3838
2011 10 27 1.4172
2011 10 28 1.4164
2011 10 31 1.3947
2011 11 1 1.3676
2011 11 2 1.3803
2011 11 3 1.3744
2011 11 4 1.3761
2011 11 7 1.3744
2011 11 8 1.3785
2011 11 9 1.3596
2011 11 10 1.36
2011 11 14 1.3625
2011 11 15 1.3524
2011 11 16 1.3505
2011 11 17 1.3522
2011 11 18 1.3521
2011 11 21 1.3525
2011 11 22 1.35
2011 11 23 1.3347
2011 11 25 1.3244
2011 11 28 1.3334
2011 11 29 1.3343
2011 11 30 1.3453
2011 12 1 1.3487
2011 12 2 1.3386
2011 12 5 1.3463
2011 12 6 1.3397
2011 12 7 1.3386
2011 12 8 1.3324
2011 12 9 1.3368
2011 12 12 1.3188
2011 12 13 1.3094
2011 12 14 1.2972
2011 12 15 1.3013
2011 12 16 1.3025
2011 12 19 1.3017
2011 12 20 1.3076
2011 12 21 1.304
2011 12 22 1.3045
2011 12 23 1.304
2011 12 27 1.3074
2011 12 28 1.2926
2011 12 29 1.2952
2011 12 30 1.2973
2012 1 3 1.3061
2012 1 4 1.293
2012 1 5 1.2783
2012 1 6 1.2723
2012 1 9 1.2745
2012 1 10 1.2782
2012 1 11 1.2686
2012 1 12 1.2818
2012 1 13 1.2682
2012 1 17 1.274
2012 1 18 1.2825
2012 1 19 1.2937
2012 1 20 1.2948
2012 1 23 1.3035
2012 1 24 1.3004
2012 1 25 1.2978
2012 1 26 1.3152
2012 1 27 1.3192
2012 1 30 1.3123
2012 1 31 1.3053
2012 2 1 1.3179
2012 2 2 1.3167
2012 2 3 1.3106
2012 2 6 1.313
2012 2 7 1.3244
2012 2 8 1.3253
2012 2 9 1.3297
2012 2 10 1.3187
2012 2 13 1.3211
2012 2 14 1.3149
2012 2 15 1.3087
2012 2 16 1.311
2012 2 17 1.3149
2012 2 21 1.3255
2012 2 22 1.3251
2012 2 23 1.3308
2012 2 24 1.3463
2012 2 27 1.341
2012 2 28 1.3452
2012 2 29 1.3359
2012 3 1 1.332
2012 3 2 1.3202
2012 3 5 1.3226
2012 3 6 1.3114
2012 3 7 1.3149
2012 3 8 1.3256
2012 3 9 1.3108
2012 3 12 1.3141
2012 3 13 1.3109
2012 3 14 1.3025
2012 3 15 1.307
2012 3 16 1.3171
2012 3 19 1.3242
2012 3 20 1.3222
2012 3 21 1.319
2012 3 22 1.3194
2012 3 23 1.3263
2012 3 26 1.3328
2012 3 27 1.3336
2012 3 28 1.33
2012 3 29 1.3265
2012 3 30 1.3334
2012 4 2 1.3325
2012 4 3 1.3337
2012 4 4 1.3126
2012 4 5 1.3064
2012 4 6 1.3089
2012 4 9 1.3087
2012 4 10 1.3068
2012 4 11 1.3104
2012 4 12 1.3171
2012 4 13 1.3082
2012 4 16 1.3067
2012 4 17 1.3123
2012 4 18 1.3122
2012 4 19 1.3132
2012 4 20 1.3212
2012 4 23 1.3129
2012 4 24 1.3207
2012 4 25 1.321
2012 4 26 1.3232
2012 4 27 1.3248
2012 4 30 1.3229
2012 5 1 1.3226
2012 5 2 1.3154
2012 5 3 1.3147
2012 5 4 1.3091
2012 5 7 1.3052
2012 5 8 1.3015
2012 5 9 1.2954
2012 5 10 1.2959
2012 5 11 1.2937
2012 5 14 1.2847
2012 5 15 1.2769
2012 5 16 1.273
2012 5 17 1.2709
2012 5 18 1.2721
2012 5 21 1.2769
2012 5 22 1.2735
2012 5 23 1.2569
2012 5 24 1.2583
2012 5 25 1.2518
2012 5 29 1.2488
2012 5 30 1.2405
2012 5 31 1.2364
2012 6 1 1.242
2012 6 4 1.2495
2012 6 5 1.2437
2012 6 6 1.2535
2012 6 7 1.2568
2012 6 8 1.2482
2012 6 11 1.2504
2012 6 12 1.2477
2012 6 13 1.2596
2012 6 14 1.2608
2012 6 15 1.2633
2012 6 18 1.2578
2012 6 19 1.2692
2012 6 20 1.2703
2012 6 21 1.2586
2012 6 22 1.2545
2012 6 25 1.248
2012 6 26 1.2471
2012 6 27 1.2457
2012 6 28 1.2433
2012 6 29 1.2668
2012 7 2 1.2584
2012 7 3 1.262
2012 7 5 1.2384
2012 7 6 1.2283
2012 7 9 1.2299
2012 7 10 1.2255
2012 7 11 1.2244
2012 7 12 1.2199
2012 7 13 1.2232
2012 7 16 1.2267
2012 7 17 1.2234
2012 7 18 1.2261
2012 7 19 1.2257
2012 7 20 1.2176
2012 7 23 1.2126
2012 7 24 1.2062
2012 7 25 1.2132
2012 7 26 1.228
2012 7 27 1.237
2012 7 30 1.225
2012 7 31 1.2315
2012 8 1 1.2299
2012 8 2 1.2149
2012 8 3 1.239
2012 8 6 1.2422
2012 8 7 1.2422
2012 8 8 1.2364
2012 8 9 1.2278
2012 8 10 1.2298
2012 8 13 1.2339
2012 8 14 1.2329
2012 8 15 1.2288
2012 8 16 1.2356
2012 8 17 1.2315
2012 8 20 1.2343
2012 8 21 1.2472
2012 8 22 1.2472
2012 8 23 1.2583
2012 8 24 1.2533
2012 8 27 1.2514
2012 8 28 1.2564
2012 8 29 1.2538
2012 8 30 1.2497
2012 8 31 1.2578
2012 9 4 1.2566
2012 9 5 1.2603
2012 9 6 1.2626
2012 9 7 1.2796
2012 9 10 1.2795
2012 9 11 1.2858
2012 9 12 1.2894
2012 9 13 1.2912
2012 9 14 1.3142
2012 9 17 1.3125
2012 9 18 1.3051
2012 9 19 1.3065
2012 9 20 1.2948
2012 9 21 1.299
2012 9 24 1.2909
2012 9 25 1.2945
2012 9 26 1.2852
2012 9 27 1.2874
2012 9 28 1.2856
2012 10 1 1.29
2012 10 2 1.2951
2012 10 3 1.2909
2012 10 4 1.3001
2012 10 5 1.3059
2012 10 9 1.2876
2012 10 10 1.2888
2012 10 11 1.2928
2012 10 12 1.2946
2012 10 15 1.295
2012 10 16 1.3036
2012 10 17 1.3133
2012 10 18 1.3106
2012 10 19 1.3022
2012 10 22 1.3063
2012 10 23 1.2971
2012 10 24 1.2946
2012 10 25 1.2958
2012 10 26 1.2938
2012 10 29 1.2906
2012 10 30 1.2979
2012 10 31 1.2958
2012 11 1 1.2937
2012 11 2 1.2848
2012 11 5 1.279
2012 11 6 1.2818
2012 11 7 1.2759
2012 11 8 1.274
2012 11 9 1.2715
2012 11 13 1.2716
2012 11 14 1.274
2012 11 15 1.2783
2012 11 16 1.2715
2012 11 19 1.2806
2012 11 20 1.2814
2012 11 21 1.2816
2012 11 23 1.2959
2012 11 26 1.2966
2012 11 27 1.294
2012 11 28 1.2923
2012 11 29 1.2953
2012 11 30 1.301
2012 12 3 1.3066
2012 12 4 1.3081
2012 12 5 1.3077
2012 12 6 1.2968
2012 12 7 1.2942
2012 12 10 1.293
2012 12 11 1.2992
2012 12 12 1.3038
2012 12 13 1.3077
2012 12 14 1.3134
2012 12 17 1.3169
2012 12 18 1.3224
2012 12 19 1.326
2012 12 20 1.3224
2012 12 21 1.3166
2012 12 24 1.3179
2012 12 26 1.3228
2012 12 27 1.3228
2012 12 28 1.322
2012 12 31 1.3186
2013 1 2 1.3195
2013 1 3 1.311
2013 1 4 1.3047
2013 1 7 1.3099
2013 1 8 1.3068
2013 1 9 1.3078
2013 1 10 1.322
2013 1 11 1.3353
2013 1 14 1.3369
2013 1 15 1.3342
2013 1 16 1.3305
2013 1 17 1.3356
2013 1 18 1.3303
2013 1 22 1.3304
2013 1 23 1.3308
2013 1 24 1.3378
2013 1 25 1.3456
2013 1 28 1.3459
2013 1 29 1.3484
2013 1 30 1.3564
2013 1 31 1.3584
2013 2 1 1.3692
2013 2 4 1.3527
2013 2 5 1.3569
2013 2 6 1.3528
2013 2 7 1.3382
2013 2 8 1.3366
2013 2 11 1.3414
2013 2 12 1.345
2013 2 13 1.3448
2013 2 14 1.3334
2013 2 15 1.3362
2013 2 19 1.3387
2013 2 20 1.335
2013 2 21 1.3204
2013 2 22 1.3166
2013 2 25 1.3172
2013 2 26 1.3054
2013 2 27 1.3104
2013 2 28 1.3079
2013 3 1 1.2988
2013 3 4 1.2996
2013 3 5 1.3019
2013 3 6 1.299
2013 3 7 1.3098
2013 3 8 1.2992
2013 3 11 1.3014
2013 3 12 1.3023
2013 3 13 1.2949
2013 3 14 1.2974
2013 3 15 1.3076
2013 3 18 1.2956
2013 3 19 1.2888
2013 3 20 1.295
2013 3 21 1.2928
2013 3 22 1.2996
2013 3 25 1.2881
2013 3 26 1.2858
2013 3 27 1.2782
2013 3 28 1.2842
2013 3 29 1.2816
2013 4 1 1.2857
2013 4 2 1.2836
2013 4 3 1.2847
2013 4 4 1.2854
2013 4 5 1.3027
2013 4 8 1.3008
2013 4 9 1.3092
2013 4 10 1.306
2013 4 11 1.3124
2013 4 12 1.3094
2013 4 15 1.3082
2013 4 16 1.3141
2013 4 17 1.3049
2013 4 18 1.3072
2013 4 19 1.3066
2013 4 22 1.305
2013 4 23 1.3012
2013 4 24 1.2997
2013 4 25 1.3004
2013 4 26 1.3024
2013 4 29 1.309
2013 4 30 1.3168
2013 5 1 1.3192
2013 5 2 1.3066
2013 5 3 1.3112
2013 5 6 1.3067
2013 5 7 1.3085
2013 5 8 1.3177
2013 5 9 1.3105
2013 5 10 1.2955
2013 5 13 1.2981
2013 5 14 1.2969
2013 5 15 1.2857
2013 5 16 1.2898
2013 5 17 1.2818
2013 5 20 1.2865
2013 5 21 1.291
2013 5 22 1.2864
2013 5 23 1.2944
2013 5 24 1.292
2013 5 28 1.287
2013 5 29 1.2944
2013 5 30 1.3042
2013 5 31 1.2988
2013 6 3 1.3098
2013 6 4 1.3075
2013 6 5 1.3088
2013 6 6 1.3248
2013 6 7 1.3242
2013 6 10 1.3234
2013 6 11 1.3278
2013 6 12 1.3354
2013 6 13 1.3314
2013 6 14 1.333
2013 6 17 1.3341
2013 6 18 1.3407
2013 6 19 1.3404
2013 6 20 1.3214
2013 6 21 1.3113
2013 6 24 1.3091
2013 6 25 1.308
2013 6 26 1.3006
2013 6 27 1.3016
2013 6 28 1.301
2013 7 1 1.306
2013 7 2 1.3017
2013 7 3 1.3005
2013 7 5 1.2831
2013 7 8 1.2863
2013 7 9 1.2774
2013 7 10 1.2846
2013 7 11 1.3046
2013 7 12 1.3048
2013 7 15 1.3039
2013 7 16 1.3144
2013 7 17 1.3094
2013 7 18 1.3078
2013 7 19 1.3142
2013 7 22 1.3193
2013 7 23 1.3212
2013 7 24 1.3228
2013 7 25 1.3234
2013 7 26 1.3269
2013 7 29 1.3262
2013 7 30 1.3266
2013 7 31 1.3282
2013 8 1 1.3217
2013 8 2 1.3268
2013 8 5 1.3257
2013 8 6 1.3296
2013 8 7 1.3329
2013 8 8 1.3392
2013 8 9 1.3338
2013 8 12 1.3312
2013 8 13 1.3247
2013 8 14 1.3256
2013 8 15 1.3263
2013 8 16 1.3321
2013 8 19 1.3348
2013 8 20 1.3426
2013 8 21 1.3368
2013 8 22 1.3362
2013 8 23 1.3392
2013 8 26 1.3369
2013 8 27 1.3387
2013 8 28 1.3326
2013 8 29 1.3228
2013 8 30 1.3196
2013 9 3 1.3164
2013 9 4 1.3212
2013 9 5 1.312
2013 9 6 1.3166
2013 9 9 1.326
2013 9 10 1.326
2013 9 11 1.3301
2013 9 12 1.3315
2013 9 13 1.3276
2013 9 16 1.335
2013 9 17 1.3357
2013 9 18 1.3351
2013 9 19 1.3527
2013 9 20 1.3522
2013 9 23 1.352
2013 9 24 1.349
2013 9 25 1.3536
2013 9 26 1.3484
2013 9 27 1.3537
2013 9 30 1.3535
2013 10 1 1.3534
2013 10 2 1.3592
2013 10 3 1.3642
2013 10 4 1.3582
2013 10 7 1.3569
2013 10 8 1.3582
2013 10 9 1.3513
2013 10 10 1.3535
2013 10 11 1.3559
2013 10 15 1.3494
2013 10 16 1.349
2013 10 17 1.3664
2013 10 18 1.3693
2013 10 21 1.3672
2013 10 22 1.3778
2013 10 23 1.3786
2013 10 24 1.381
2013 10 25 1.3794
2013 10 28 1.3786
2013 10 29 1.377
2013 10 30 1.3771
2013 10 31 1.3594
2013 11 1 1.3488
2013 11 4 1.3516
2013 11 5 1.347
2013 11 6 1.353
2013 11 7 1.339
2013 11 8 1.3357
2013 11 12 1.3428
2013 11 13 1.3456
2013 11 14 1.3468
2013 11 15 1.348
2013 11 18 1.352
2013 11 19 1.3529
2013 11 20 1.3451
2013 11 21 1.347
2013 11 22 1.3547
2013 11 25 1.3502
2013 11 26 1.3555
2013 11 27 1.3563
2013 11 29 1.3606
2013 12 2 1.3552
2013 12 3 1.3604
2013 12 4 1.3555
2013 12 5 1.3664
2013 12 6 1.369
2013 12 9 1.3726
2013 12 10 1.3765
2013 12 11 1.3798
2013 12 12 1.3752
2013 12 13 1.3724
2013 12 16 1.3757
2013 12 17 1.3748
2013 12 18 1.3766
2013 12 19 1.3666
2013 12 20 1.3673
2013 12 23 1.3701
2013 12 24 1.3676
2013 12 26 1.369
2013 12 27 1.3766
2013 12 30 1.3816
2013 12 31 1.3779
2014 1 2 1.367
2014 1 3 1.3606
2014 1 6 1.3636
2014 1 7 1.3618
2014 1 8 1.3586
2014 1 9 1.3591
2014 1 10 1.3664
2014 1 13 1.3647
2014 1 14 1.3682
2014 1 15 1.3604
2014 1 16 1.36
2014 1 17 1.3554
2014 1 21 1.356
2014 1 22 1.3546
2014 1 23 1.368
2014 1 24 1.368
2014 1 27 1.3679
2014 1 28 1.3662
2014 1 29 1.3663
2014 1 30 1.3549
2014 1 31 1.35
2014 2 3 1.3523
2014 2 4 1.3507
2014 2 5 1.3519
2014 2 6 1.3604
2014 2 7 1.3614
2014 2 10 1.3644
2014 2 11 1.3654
2014 2 12 1.3592
2014 2 13 1.3669
2014 2 14 1.369
2014 2 18 1.3758
2014 2 19 1.3762
2014 2 20 1.369
2014 2 21 1.3722
2014 2 24 1.3744
2014 2 25 1.3749
2014 2 26 1.3668
2014 2 27 1.3724
2014 2 28 1.3806
2014 3 3 1.3763
2014 3 4 1.3731
2014 3 5 1.3734
2014 3 6 1.3848
2014 3 7 1.3868
2014 3 10 1.388
2014 3 11 1.3867
2014 3 12 1.3904
2014 3 13 1.3927
2014 3 14 1.3924
2014 3 17 1.3927
2014 3 18 1.3913
2014 3 19 1.391
2014 3 20 1.3784
2014 3 21 1.3783
2014 3 24 1.3784
2014 3 25 1.3777
2014 3 26 1.3786
2014 3 27 1.3752
2014 3 28 1.3753
2014 3 31 1.3777
2014 4 1 1.3804
2014 4 2 1.3761
2014 4 3 1.3708
2014 4 4 1.3704
2014 4 7 1.3745
2014 4 8 1.3802
2014 4 9 1.3816
2014 4 10 1.3892
2014 4 11 1.3898
2014 4 14 1.3824
2014 4 15 1.3806
2014 4 16 1.382
2014 4 17 1.3832
2014 4 18 1.3816
2014 4 21 1.379
2014 4 22 1.3804
2014 4 23 1.3814
2014 4 24 1.3828
2014 4 25 1.3838
2014 4 28 1.3844
2014 4 29 1.3808
2014 4 30 1.387
2014 5 1 1.3867
2014 5 2 1.3864
